Time [s],Channel 0,Channel 1,Channel 2,Channel 3
1.248069700,0,0,0,1
1.248825100,0,1,0,1
1.249449700,1,1,0,1
1.249462100,1,0,0,1
1.250403700,1,0,0,0
1.250435600,1,1,0,0
1.250640400,1,1,1,0
1.251213800,1,1,0,0
1.251956800,0,1,0,0
1.252475300,0,0,0,0
1.252770900,0,0,0,1
1.253655400,1,0,0,1
1.253847400,0,0,0,1
1.254219000,0,0,1,1
1.254608500,0,1,1,1
1.255018000,0,1,1,0
1.255594900,0,0,1,0
1.256022700,0,0,0,0
1.256088500,1,0,0,0
1.256720500,1,0,1,0
1.256972900,1,1,1,0
1.257251100,0,1,1,0
1.257527500,0,1,1,1
1.258253300,0,1,1,0
1.258344500,0,0,1,0
1.258379000,0,0,0,0
1.258792500,0,0,0,1
1.259841500,1,0,0,1
1.259882600,1,0,0,0
1.259912100,1,0,0,1
1.259976400,1,1,0,1
1.260080400,1,0,0,1
1.260230300,0,0,0,1
1.261321300,0,0,1,1
1.261668800,0,0,1,0
1.262607800,0,0,0,0
1.262643900,0,0,0,1
1.262701100,0,1,0,1
1.262764100,1,1,0,1
1.264726900,1,1,1,1
1.264913400,1,0,1,1
1.265422700,1,0,1,0
1.265610900,0,0,1,0
1.265864300,0,0,1,1
1.267539100,0,0,0,1
1.267840500,0,1,0,1
1.268230300,1,1,0,1
1.268652100,1,1,0,0
1.268928000,1,1,1,0
1.269264500,1,0,1,0
1.270969700,1,1,1,0
1.271311700,1,1,0,0
1.271363400,1,1,0,1
1.271433700,0,1,0,1
1.271924600,1,1,0,1
1.272505900,1,1,1,1
1.273062300,1,0,1,1
1.273244300,0,0,1,1
1.273755700,0,0,1,0
1.273887500,0,0,0,0
1.274016000,1,0,0,0
1.274995500,1,1,0,0
1.275002500,0,1,0,0
1.275517600,0,0,0,0
1.276000100,1,0,0,0
1.276125000,1,0,1,0
1.276287700,0,0,1,0
1.276607500,0,0,1,1
1.277510900,0,0,1,0
1.277590500,0,1,1,0
1.277706200,1,1,1,0
1.278462700,1,1,0,0
1.280291400,1,0,0,0
1.280367800,1,0,0,1
1.280656300,0,0,0,1
1.281429000,0,0,1,1
1.281974100,1,0,1,1
1.282234400,1,1,1,1
1.282715900,1,1,1,0
1.282819200,1,1,1,1
1.284135400,1,1,0,1
1.284148600,0,1,0,1
1.284256400,0,1,0,0
1.284292200,1,1,0,0
1.284438800,1,0,0,0
1.285251500,1,0,1,0
1.285400300,1,1,1,0
1.286234000,0,1,1,0
1.286561700,0,0,1,0
1.287057500,0,1,1,0
1.287107600,0,1,1,1
1.287445600,0,1,0,1
1.288237600,1,1,0,1
1.288244200,1,0,0,1
1.288578600,1,0,0,0
1.289092200,1,0,0,1
1.289252900,0,0,0,1
1.290245900,0,1,0,1
1.290392600,0,1,1,1
1.290783000,0,0,1,1
1.290839400,0,0,1,0
1.291702600,0,0,0,0
1.291805300,1,0,0,0
1.291995300,1,0,0,1
1.293233400,1,1,0,1
1.293810400,1,1,1,1
1.294353300,1,1,1,0
1.294423800,0,1,1,0
1.295621000,0,1,1,1
1.296127600,0,0,1,1
1.296244500,1,0,1,1
1.296591900,1,0,0,1
1.298696500,1,0,0,0
1.298805000,0,0,0,0
1.299105300,0,1,0,0
1.299520000,0,1,1,0
1.299585200,0,1,0,0
1.300752500,0,1,0,1
1.301781400,0,1,0,0
1.301855700,1,1,0,0
1.301910800,1,0,0,0
1.302438000,1,0,1,0
1.303204400,1,0,1,1
1.303333900,1,0,1,0
1.303653300,1,0,0,0
1.303679300,1,0,0,1
1.304550900,1,0,1,1
1.304840900,0,0,1,1
1.304863400,0,1,1,1
1.305072200,0,1,1,0
1.305178600,0,1,1,1
1.305322200,0,1,0,1
1.305411800,0,0,0,1
1.305839900,0,0,1,1
1.306249800,0,1,1,1
1.307090000,0,1,1,0
1.307435300,0,1,0,0
1.307499800,1,1,0,0
1.308368600,0,1,0,0
1.308710600,0,0,0,0
1.309178000,0,1,0,0
1.309802000,0,0,0,0
1.310346900,0,0,0,1
1.310503200,0,0,1,1
1.310998600,1,0,1,1
1.311009100,1,0,1,0
1.311661900,1,1,1,0
1.312200000,1,1,0,0
1.312222800,1,1,1,0
1.313010600,1,1,1,1
1.313496800,1,0,1,1
1.313822100,0,0,1,1
1.314286400,0,0,0,1
1.315554000,1,0,0,1
1.315646900,1,1,0,1
1.315724900,1,1,0,0
1.315808200,1,1,1,0
1.316280000,1,1,1,1
1.317637900,0,1,1,1
1.318167600,0,0,1,1
1.318554300,0,0,0,1
1.319287100,0,0,0,0
1.320126700,0,0,1,0
1.320401400,1,0,1,0
1.320816300,1,1,1,0
1.320835300,0,1,1,0
1.321846000,0,1,0,0
1.322198900,0,1,0,1
1.322444600,1,1,0,1
1.323680200,1,1,0,0
1.323805300,1,1,1,0
1.323936500,1,0,1,0
1.324660700,1,1,1,0
1.325165500,0,1,1,0
1.326606000,0,1,0,0
1.326892700,0,1,0,1
1.327174200,0,0,0,1
1.327905500,0,1,0,1
1.327969300,1,1,0,1
1.328299700,0,1,0,1
1.329081500,0,1,0,0
1.329558000,0,1,0,1
1.329635900,0,1,1,1
1.329760000,1,1,1,1
1.330505600,1,0,1,1
1.331727600,1,1,1,1
1.331897800,1,1,0,1
1.331980500,1,1,0,0
1.332065400,0,1,0,0
1.332239800,1,1,0,0
1.332847900,0,1,0,0
1.333589300,0,1,0,1
1.334391300,0,0,0,1
1.334917600,0,0,1,1
1.335927700,1,0,1,1
1.336526000,1,0,1,0
1.336828700,1,0,0,0
1.337174700,1,1,0,0
1.337548700,1,1,1,0
1.338947100,0,1,1,0
1.339053000,0,0,1,0
1.339241300,0,0,1,1
1.340193900,0,0,1,0
1.340295600,0,0,0,0
1.340855900,0,1,0,0
1.341729500,1,1,0,0
1.342240800,1,0,0,0
1.343015800,1,1,0,0
1.343158500,1,1,0,1
1.343428200,1,1,1,1
1.344221300,0,1,1,1
1.344970000,0,1,0,1
1.345414400,0,0,0,1
1.345773900,0,0,0,0
1.346693400,1,0,0,0
1.346719500,1,1,0,0
1.346936000,1,1,0,1
1.347146800,1,1,0,0
1.347457300,1,1,1,0
1.349035500,1,0,1,0
1.349038800,1,1,1,0
1.349521400,0,1,1,0
1.349871900,1,1,1,0
1.349894400,1,1,1,1
1.350273400,1,0,1,1
1.350332100,0,0,1,1
1.350525100,0,0,0,1
1.351145800,1,0,0,1
1.351307000,1,1,0,1
1.351462900,1,1,0,0
1.352100400,1,0,0,0
1.352580800,1,0,1,0
1.352877300,1,0,1,1
1.354153600,1,1,1,1
1.354210700,0,1,1,1
1.355752300,1,1,1,1
1.355764400,1,1,0,1
1.355897000,0,1,0,1
1.356063300,1,1,0,1
1.356110300,1,1,0,0
1.356329400,0,1,0,0
1.356533200,0,1,0,1
1.356688300,0,0,0,1
1.356804900,0,0,1,1
1.358226900,1,0,1,1
1.359530100,1,0,1,0
1.359759000,1,0,0,0
1.359809800,1,1,0,0
1.360273800,1,1,1,0
1.360767300,0,1,1,0
1.362032200,0,1,1,1
1.362563200,0,0,1,1
1.363093100,0,1,1,1
1.363165900,0,1,0,1
1.363372700,0,1,0,0
1.363817100,1,1,0,0
1.364284000,1,1,1,0
1.365295700,1,0,1,0
1.365721300,1,0,1,1
1.366269900,1,1,1,1
1.366982200,1,1,0,1
1.367062700,0,1,0,1
1.367859000,0,1,0,0
1.368473500,0,0,0,0
1.368852300,1,0,0,0
1.368979500,1,0,1,0
1.369921600,1,0,0,0
1.370394000,1,0,0,1
1.370560500,1,1,0,1
1.370620800,1,0,0,1
1.370662300,1,0,1,1
1.370854400,1,0,0,1
1.371527300,1,1,0,1
1.371869000,1,1,1,1
1.371921900,0,1,1,1
1.372731200,0,1,1,0
1.372851100,1,1,1,0
1.373049600,1,0,1,0
1.373079300,0,0,1,0
1.373771900,1,0,1,0
1.373906400,1,0,1,1
1.374095900,1,0,0,1
1.374161900,1,0,0,0
1.374464800,1,0,0,1
1.375204700,0,0,0,1
1.375790400,0,1,0,1
1.375890300,1,1,0,1
1.376025600,1,1,1,1
1.376868700,1,0,1,1
1.377606500,1,1,1,1
1.377631800,1,1,1,0
1.377845900,0,1,1,0
1.378165400,0,1,1,1
1.378967300,0,1,0,1
1.378998100,0,0,0,1
1.379208200,0,0,0,0
1.379549700,0,0,1,0
1.379890500,0,0,0,0
1.380438800,1,0,0,0
1.380444500,0,0,0,0
1.381444000,0,1,0,0
1.381482600,0,1,0,1
1.382811500,1,1,0,1
1.383076300,1,0,0,1
1.383077100,1,0,1,1
1.383927700,1,0,0,1
1.384003800,1,0,0,0
1.384203600,0,0,0,0
1.384686200,1,0,0,0
1.385551500,1,1,0,0
1.385614800,1,1,0,1
1.385896500,1,1,1,1
1.386261800,0,1,1,1
1.386288000,0,0,1,1
1.386666700,0,0,1,0
1.388232700,0,1,1,0
1.388721800,0,1,0,0
1.388906000,1,1,0,0
1.389598300,1,1,0,1
1.389864200,0,1,0,1
1.390793700,0,1,0,0
1.390897500,0,1,1,0
1.391312800,0,0,1,0
1.391707100,0,0,1,1
1.392150500,1,0,1,1
1.392884400,1,0,0,1
1.392889600,1,1,0,1
1.393588700,1,1,0,0
1.393664900,1,1,0,1
1.393985800,1,1,0,0
1.394092200,1,1,1,0
1.394676500,0,1,1,0
1.394803800,0,1,1,1
1.395079500,0,0,1,1
1.395249200,0,0,1,0
1.395551500,0,0,1,1
1.395861800,1,0,1,1
1.396661700,1,0,0,1
1.397182000,1,1,0,1
1.398074600,0,1,0,1
1.398746600,0,0,0,1
1.398760300,0,0,0,0
1.399265800,0,0,1,0
1.399944900,0,0,1,1
1.400699300,0,0,0,1
1.400746800,1,0,0,1
1.400760500,1,1,0,1
1.400767400,0,1,0,1
1.401132800,0,1,1,1
1.401219900,1,1,1,1
1.401521600,1,1,0,1
1.401619100,1,1,0,0
1.401988100,0,1,0,0
1.402377700,0,1,1,0
1.402703300,0,1,0,0
1.402985900,0,1,1,0
1.403645600,0,0,1,0
1.404113100,1,0,1,0
1.404630500,1,0,1,1
1.405675000,1,0,1,0
1.405722200,1,0,0,0
1.406189100,1,1,0,0
1.407145700,1,1,1,0
1.407200600,0,1,1,0
1.407430600,0,1,1,1
1.408684600,1,1,1,1
1.408880400,1,0,1,1
1.409492100,1,0,0,1
1.409780500,1,0,0,0
1.410859100,1,0,0,1
1.410942900,1,1,0,1
1.411213900,1,1,1,1
1.411263600,0,1,1,1
1.411919300,0,0,1,1
1.412664300,0,0,0,1
1.412845800,1,0,0,1
1.413018300,1,0,0,0
1.413093600,1,0,0,1
1.413216100,1,0,1,1
1.413429100,1,1,1,1
1.413651600,1,1,1,0
1.413854100,1,1,1,1
1.413914100,1,0,1,1
1.414103400,1,0,0,1
1.414501400,1,0,1,1
1.414513300,1,1,1,1
1.415501200,0,1,1,1
1.415961800,0,0,1,1
1.416932800,0,0,1,0
1.417466600,0,0,0,0
1.417509800,1,0,0,0
1.417947600,0,0,0,0
1.418518500,1,0,0,0
1.418733100,1,0,0,1
1.418972100,1,1,0,1
1.419116200,1,1,1,1
1.419288700,1,0,1,1
1.420258600,1,0,0,1
1.420273600,0,0,0,1
1.420708900,0,1,0,1
1.420932600,0,1,0,0
1.421129600,1,1,0,0
1.423144700,1,1,1,0
1.423373400,1,1,1,1
1.423689500,1,1,0,1
1.423885400,1,0,0,1
1.423988400,0,0,0,1
1.425340400,0,0,1,1
1.425468300,0,0,1,0
1.425582300,0,1,1,0
1.426057400,0,1,0,0
1.426536700,1,1,0,0
1.426629100,1,1,0,1
1.426825400,0,1,0,1
1.427508600,0,1,1,1
1.427901100,0,1,1,0
1.427908200,0,0,1,0
1.429628000,0,1,1,0
1.429745500,0,1,0,0
1.430015100,1,1,0,0
1.430837400,1,1,0,1
1.431115600,1,0,0,1
1.432313400,0,0,0,1
1.432539500,0,0,1,1
1.432551100,0,1,1,1
1.432984800,1,1,1,1
1.433169800,1,1,1,0
1.433195300,0,1,1,0
1.434418500,0,1,1,1
1.434942700,0,0,1,1
1.435529600,0,0,0,1
1.436184700,0,1,0,1
1.436252500,1,1,0,1
1.437310900,1,1,0,0
1.437406900,0,1,0,0
1.438376400,0,1,1,0
1.438606800,0,1,1,1
1.438887100,1,1,1,1
1.439192100,1,0,1,1
1.439800100,1,1,1,1
1.439901000,0,1,1,1
1.440170100,0,1,0,1
1.440251700,0,1,0,0
1.440539800,0,0,0,0
1.441907900,0,0,1,0
1.442532200,0,1,1,0
1.442875000,1,1,1,0
1.443214900,1,1,0,0
1.443299500,1,1,0,1
1.444770200,1,0,0,1
1.445543500,1,1,0,1
1.446050000,1,1,1,1
1.446052800,0,1,1,1
1.446220200,0,1,1,0
1.447006000,1,1,1,0
1.447926500,0,1,1,0
1.447985300,0,1,0,0
1.448010200,0,0,0,0
1.448810300,0,0,1,0
1.449213600,0,0,1,1
1.449403600,0,0,0,1
1.449630000,0,0,1,1
1.449800800,0,1,1,1
1.450403000,1,1,1,1
1.450431000,0,1,1,1
1.451249300,0,1,1,0
1.451332100,0,1,0,0
1.452029000,1,1,0,0
1.452787700,1,1,0,1
1.453042900,1,0,0,1
1.453560200,1,0,1,1
1.454331700,1,1,1,1
1.454781300,0,1,1,1
1.455107700,0,1,1,0
1.455484900,0,0,1,0
1.455996300,1,0,1,0
1.456733300,1,0,0,0
1.456868500,1,1,0,0
1.457512100,1,0,0,0
1.457790100,1,0,0,1
1.458908500,0,0,0,1
1.459358300,0,0,1,1
1.459870900,1,0,1,1
1.459915900,1,0,0,1
1.460026200,1,0,0,0
1.460493400,1,1,0,0
1.461237800,0,1,0,0
1.461636400,0,1,1,0
1.462387500,0,1,1,1
1.463181300,0,1,1,0
1.463370900,0,0,1,0
1.463748500,1,0,1,0
1.464062500,1,0,0,0
1.464237100,1,1,0,0
1.464927900,0,1,0,0
1.465288100,0,0,0,0
1.465383100,0,0,1,0
1.466278900,0,0,1,1
1.466672200,0,0,0,1
1.467604100,1,0,0,1
1.468272900,1,1,0,1
1.468301300,1,1,0,0
1.468418500,1,1,1,0
1.468657300,1,1,1,1
1.469146700,1,1,1,0
1.469594200,1,1,0,0
1.469734100,1,1,1,0
1.469967700,0,1,1,0
1.470253700,0,1,1,1
1.470759700,0,0,1,1
1.472072600,1,0,1,1
1.472146200,1,1,1,1
1.472152600,0,1,1,1
1.472241500,0,1,0,1
1.472252700,0,0,0,1
1.472575000,0,0,0,0
1.472599100,0,1,0,0
1.475191700,1,1,0,0
1.475255600,1,1,1,0
1.475355000,1,0,1,0
1.475394100,0,0,1,0
1.475769000,0,0,1,1
1.476979600,0,0,1,0
1.477619900,0,0,0,0
1.477846400,1,0,0,0
1.478415400,1,1,0,0
1.478798300,1,1,0,1
1.479455600,1,1,0,0
1.479673900,1,1,1,0
1.480143900,0,1,1,0
1.480325900,0,0,1,0
1.480388800,0,0,0,0
1.480521300,0,0,0,1
1.482249200,1,0,0,1
1.482808200,1,0,0,0
1.483106900,1,1,0,0
1.483426700,1,1,1,0
1.483613600,1,1,1,1
1.483766500,1,0,1,1
1.484136000,0,0,1,1
1.484438900,0,0,0,1
1.484504000,1,0,0,1
1.484680300,0,0,0,1
1.486291000,1,0,0,1
1.486537800,1,0,1,1
1.486732600,1,0,1,0
1.486916100,1,1,1,0
1.487685400,1,0,1,0
1.488140200,1,0,1,1
1.488360400,0,0,1,1
1.489468800,0,0,0,1
1.490768400,0,1,0,1
1.491084200,0,1,0,0
1.491556400,1,1,0,0
1.492195100,1,0,0,0
1.492240400,0,0,0,0
1.492299800,0,0,1,0
1.492632200,0,1,1,0
1.492910400,0,1,0,0
1.493455100,0,1,0,1
1.493652700,1,1,0,1
1.493708200,0,1,0,1
1.495030800,0,1,1,1
1.495540700,0,0,1,1
1.495774600,1,0,1,1
1.496677100,1,0,1,0
1.497067800,1,0,0,0
1.497639600,1,0,1,0
1.497913600,1,1,1,0
1.498040200,1,1,0,0
1.498958900,1,1,0,1
1.498967600,0,1,0,1
1.499207600,1,1,0,1
1.499511400,1,1,0,0
1.499929500,1,1,1,0
1.500176400,1,0,1,0
1.500406300,1,0,0,0
1.500919700,1,1,0,0
1.500923200,0,1,0,0
1.501070800,0,1,1,0
1.501347700,0,1,1,1
1.502158000,1,1,1,1
1.503135100,1,1,1,0
1.503951400,1,0,1,0
1.504203000,1,0,0,0
1.504292600,1,0,1,0
1.504732800,1,0,0,0
1.504992300,1,0,0,1
1.505143500,0,0,0,1
1.505179500,0,1,0,1
1.505506400,0,1,1,1
1.506016900,0,1,1,0
1.506550400,0,1,0,0
1.506741800,1,1,0,0
1.507135700,1,0,0,0
1.507143800,1,1,0,0
1.508140100,1,1,0,1
1.509010800,1,1,1,1
1.509512700,1,1,0,1
1.509595600,1,1,0,0
1.509848300,0,1,0,0
1.510127600,0,0,0,0
1.510647500,0,0,1,0
1.510876800,0,1,1,0
1.511423900,0,1,1,1
1.512455000,1,1,1,1
1.512948600,1,1,0,1
1.513097300,0,1,0,1
1.513600100,0,0,0,1
1.513684100,0,0,0,0
1.514510700,0,0,1,0
1.515053400,1,0,1,0
1.515327100,0,0,1,0
1.515364700,0,0,0,0
1.516112400,0,1,0,0
1.516678600,0,1,0,1
1.518082700,1,1,0,1
1.518453200,1,1,1,1
1.518776400,1,1,0,1
1.518928900,1,0,0,1
1.519477600,0,0,0,1
1.519614800,0,0,1,1
1.519672100,0,0,1,0
1.519782600,0,0,1,1
1.520054300,0,1,1,1
1.520154400,0,1,1,0
1.520948900,0,1,1,1
1.520996000,0,0,1,1
1.521577400,1,0,1,1
1.521925500,1,0,1,0
1.522416400,1,0,0,0
1.522787000,0,0,0,0
1.523270300,0,0,0,1
1.523394500,1,0,0,1
1.523668900,1,1,0,1
1.523776900,1,0,0,1
1.524444500,1,0,1,1
1.524507500,1,1,1,1
1.525036400,0,1,1,1
1.526031900,0,1,1,0
1.527107200,1,1,1,0
1.527320300,1,1,0,0
1.527768300,1,0,0,0
1.527839800,1,0,0,1
1.527922500,1,0,1,1
1.528440000,0,0,1,1
1.528741600,0,0,0,1
1.530144100,0,0,1,1
1.530295400,0,1,1,1
1.530850400,0,1,1,0
1.530944600,0,1,0,0
1.531468900,1,1,0,0
1.531881900,0,1,0,0
1.531949000,0,1,0,1
1.532167500,1,1,0,1
1.532230900,1,0,0,1
1.532903500,1,1,0,1
1.533043300,0,1,0,1
1.533375400,0,1,1,1
1.533871200,0,1,1,0
1.534214700,0,0,1,0
1.534494300,1,0,1,0
1.534854600,1,0,1,1
1.535582900,1,1,1,1
1.536513500,1,1,1,0
1.536558600,1,1,0,0
1.536831800,0,1,0,0
1.537437200,0,1,1,0
1.537918900,0,0,1,0
1.538678900,0,1,1,0
1.539413900,1,1,1,0
1.539459900,1,1,0,0
1.539651200,1,1,0,1
1.540771000,0,1,0,1
1.541213200,0,0,0,1
1.542435600,0,0,0,0
1.542514500,0,0,1,0
1.543407500,1,0,1,0
1.544325500,1,1,1,0
1.544361800,1,1,1,1
1.544624300,1,1,0,1
1.544954200,1,1,1,1
1.545021600,0,1,1,1
1.546131100,0,1,0,1
1.546298000,0,1,0,0
1.546330000,1,1,0,0
1.546338200,1,0,0,0
1.546831100,1,1,0,0
1.547962600,0,1,0,0
1.548508800,0,1,0,1
1.548734600,0,1,1,1
1.549387000,0,0,1,1
1.550482900,1,0,1,1
1.550838600,1,0,0,1
1.550996900,1,0,0,0
1.551129200,1,0,1,0
1.551581700,1,0,1,1
1.551863300,1,1,1,1
1.552143300,1,1,1,0
1.552658100,0,1,1,0
1.554012300,0,1,0,0
1.554109100,0,0,0,0
1.554527700,0,1,0,0
1.554603500,0,1,0,1
1.555007500,0,1,1,1
1.555453500,0,0,1,1
1.555652200,1,0,1,1
1.555870200,1,1,1,1
1.556604600,1,1,1,0
1.557395500,1,1,0,0
1.557588300,1,1,0,1
1.557606800,1,1,1,1
1.558289800,1,1,0,1
1.558321900,1,0,0,1
1.558909100,0,0,0,1
1.558953200,0,0,0,0
1.558999600,0,0,0,1
1.559203500,1,0,0,1
1.559457100,0,0,0,1
1.559732500,0,0,1,1
1.560998700,1,0,1,1
1.561154300,1,0,1,0
1.561488600,1,1,1,0
1.561769200,1,0,1,0
1.562110300,1,0,0,0
1.562114900,1,1,0,0
1.563242800,1,0,0,0
1.563393800,1,0,0,1
1.564039300,1,0,1,1
1.564211700,0,0,1,1
1.564756600,0,1,1,1
1.564832600,1,1,1,1
1.564891700,1,1,1,0
1.565056300,1,1,1,1
1.565422200,1,1,0,1
1.566486200,1,1,0,0
1.566577700,1,1,1,0
1.566612600,0,1,1,0
1.567578000,0,0,1,0
1.568094300,0,0,1,1
1.568421300,0,1,1,1
1.568488400,0,1,0,1
1.569180000,1,1,0,1
1.570022900,1,1,0,0
1.570783700,0,1,0,0
1.570785000,1,1,0,0
1.571235900,1,1,1,0
1.571279100,1,1,1,1
1.571379700,1,0,1,1
1.571553100,0,0,1,1
1.573495700,1,0,1,1
1.573660900,1,1,1,1
1.573959800,1,1,0,1
1.574495300,1,1,0,0
1.575685700,1,1,1,0
1.575694500,0,1,1,0
1.576452300,0,1,0,0
1.576711600,0,1,1,0
1.576811100,0,0,1,0
1.576938000,0,0,0,0
1.577732400,0,0,0,1
1.577746200,0,0,1,1
1.578328800,1,0,1,1
1.579032300,0,0,1,1
1.579379800,0,0,0,1
1.579545900,0,0,0,0
1.579561700,0,1,0,0
1.580565400,1,1,0,0
1.580859800,1,0,0,0
1.582116100,1,0,1,0
1.582227600,0,0,1,0
1.582359600,0,0,1,1
1.583047000,1,0,1,1
1.583672300,1,1,1,1
1.584367300,1,1,0,1
1.584822600,0,1,0,1
1.584838100,0,1,1,1
1.585075700,0,1,1,0
1.585094200,0,1,0,0
1.586242400,1,1,0,0
1.586275100,1,0,0,0
1.586785700,1,0,0,1
1.587095800,1,0,0,0
1.587632800,0,0,0,0
1.587708100,0,0,1,0
1.589066800,1,0,1,0
1.589083800,1,1,1,0
1.589657700,1,0,1,0
1.589887500,1,0,1,1
1.590350500,1,0,0,1
1.591291100,1,0,0,0
1.591447600,0,0,0,0
1.591715200,1,0,0,0
1.592398700,1,1,0,0
1.592426900,1,1,1,0
1.592636400,1,1,0,0
1.592750200,0,1,0,0
1.592764900,0,1,0,1
1.593229900,0,1,1,1
1.593863600,0,1,1,0
1.594152500,1,1,1,0
1.594403500,1,0,1,0
1.594509100,1,1,1,0
1.595915500,1,1,1,1
1.595985800,1,1,0,1
1.596600900,1,0,0,1
1.597122000,0,0,0,1
1.598257000,1,0,0,1
1.598276200,1,0,0,0
1.598324200,1,0,1,0
1.598871700,1,1,1,0
1.599859600,1,1,0,0
1.599918300,1,0,0,0
1.600573900,0,0,0,0
1.601149600,0,0,0,1
1.601831100,0,0,1,1
1.601928300,0,1,1,1
1.601930800,1,1,1,1
1.602277100,1,1,0,1
1.602336400,1,0,0,1
1.602700000,0,0,0,1
1.602780600,0,0,1,1
1.603401600,0,0,0,1
1.603670700,0,0,0,0
1.603690400,0,0,1,0
1.603800300,1,0,1,0
1.604696100,1,1,1,0
1.604889000,1,1,0,0
1.606379700,1,1,0,1
1.606395700,1,1,0,0
1.606453800,0,1,0,0
1.607207700,0,1,1,0
1.607374000,0,0,1,0
1.608323200,0,0,1,1
1.608982000,1,0,1,1
1.609289800,1,0,1,0
1.609439400,1,0,1,1
1.609783900,0,0,1,1
1.609976300,0,0,0,1
1.610035400,1,0,0,1
1.610490300,1,0,0,0
1.610601100,1,1,0,0
1.611951800,0,1,0,0
1.612149100,0,1,0,1
1.612338100,0,1,1,1
1.613144600,0,1,1,0
1.613681300,0,1,1,1
1.613863900,0,0,1,1
1.614092400,0,1,1,1
1.614845100,1,1,1,1
1.615104100,1,1,0,1
1.615267300,0,1,0,1
1.616360800,0,0,0,1
1.616419400,0,0,0,0
1.616915100,1,0,0,0
1.616972100,1,0,1,0
1.617590000,0,0,1,0
1.618209300,0,0,0,0
1.618461600,1,0,0,0
1.618590300,0,0,0,0
1.618613400,0,0,0,1
1.619099000,0,0,0,0
1.619333400,0,1,0,0
1.619494200,0,1,0,1
1.620123300,0,1,0,0
1.620353200,0,1,1,0
1.620567100,1,1,1,0
1.620724100,0,1,1,0
1.620970500,0,1,1,1
1.621111600,1,1,1,1
1.621114500,1,1,0,1
1.621993400,0,1,0,1
1.622374800,0,0,0,1
1.622905000,0,0,1,1
1.623172200,0,0,1,0
1.623559700,1,0,1,0
1.623602100,1,0,1,1
1.623906900,1,0,0,1
1.625592700,1,1,0,1
1.625983600,1,0,0,1
1.626323400,1,0,1,1
1.626337100,1,0,1,0
1.626352400,0,0,1,0
1.626909900,0,1,1,0
1.627341700,0,1,1,1
1.628378100,0,1,0,1
1.629413600,0,0,0,1
1.629486300,0,0,0,0
1.629567900,1,0,0,0
1.630959800,1,0,1,0
1.631158500,0,0,1,0
1.631652800,0,0,1,1
1.632398500,0,1,1,1
1.632636400,1,1,1,1
1.633347000,0,1,1,1
1.634198000,0,1,0,1
1.634782900,0,1,0,0
1.635171900,0,0,0,0
1.635665700,1,0,0,0
1.636265200,0,0,0,0
1.636580900,0,0,1,0
1.637397200,0,0,1,1
1.638064200,0,1,1,1
1.638161500,0,1,0,1
1.638625100,0,1,0,0
1.638831700,1,1,0,0
1.639367000,1,1,0,1
1.640551800,1,0,0,1
1.640878400,1,0,1,1
1.640879000,1,1,1,1
1.641722700,0,1,1,1
1.641785600,0,0,1,1
1.641894800,0,0,0,1
1.642195600,0,0,0,0
1.642854000,1,0,0,0
1.643183200,0,0,0,0
1.644572300,0,1,0,0
1.645016100,0,1,1,0
1.645146600,0,1,0,0
1.645196400,1,1,0,0
1.645298300,1,1,0,1
1.646197300,1,0,0,1
1.646607000,1,0,0,0
1.647279800,0,0,0,0
1.648314900,0,0,1,0
1.648531300,1,0,1,0
1.649264300,1,1,1,0
1.649653200,1,1,1,1
1.649797900,1,0,1,1
1.649934400,1,0,0,1
1.651428100,1,0,0,0
1.651620200,0,0,0,0
1.651696900,0,1,0,0
1.651787500,0,1,1,0
1.652703900,0,1,0,0
1.652986000,1,1,0,0
1.653353400,0,1,0,0
1.653575500,1,1,0,0
1.654511900,1,1,0,1
1.654558900,1,0,0,1
1.654624300,1,0,0,0
1.655181500,0,0,0,0
1.655502800,0,0,0,1
1.655820000,0,0,1,1
1.655969800,0,1,1,1
1.657928400,1,1,1,1
1.657931700,1,0,1,1
1.658434200,1,0,1,0
1.658702500,1,0,0,0
1.659599500,0,0,0,0
1.660543100,0,1,0,0
1.660713400,0,1,0,1
1.661179600,0,1,1,1
1.661666800,0,1,1,0
1.661899900,1,1,1,0
1.662127600,1,1,0,0
1.662235800,1,1,1,0
1.663145200,1,0,1,0
1.663566500,0,0,1,0
1.663576800,1,0,1,0
1.663620100,1,1,1,0
1.664625800,1,1,1,1
1.665161200,1,1,0,1
1.665214900,1,0,0,1
1.666059500,0,0,0,1
1.667280400,1,0,0,1
1.667515100,1,0,0,0
1.667683800,1,0,1,0
1.668250600,1,1,1,0
1.668727900,1,1,1,1
1.669039500,1,0,1,1
1.669303000,1,0,1,0
1.669413900,0,0,1,0
1.670410500,0,0,0,0
1.670439700,1,0,0,0
1.670604700,1,0,1,0
1.671517000,1,1,1,0
1.671792500,1,1,1,1
1.672270300,1,1,0,1
1.672586200,1,1,1,1
1.672833400,1,0,1,1
1.673076400,0,0,1,1
1.673178500,0,0,0,1
1.673375000,0,1,0,1
1.674208600,0,1,0,0
1.674715000,0,1,1,0
1.675332500,0,1,1,1
1.675496400,0,0,1,1
1.675803800,1,0,1,1
1.676569800,1,0,1,0
1.676602800,1,0,0,0
1.676620500,0,0,0,0
1.677427700,0,1,0,0
1.678050400,0,1,0,1
1.678353100,1,1,0,1
1.678439100,1,0,0,1
1.678549000,1,0,1,1
